Date,PM2.5,PM10,NO,NO2,NH3,SO2,CO,Ozone,Temp,RH,WS,WD,SR,BP,AT,AQI
29-06-2019,51.4,283.31,4.72,34.81,26.7,17.84,1.74,59.09,29.36,35.18,2.58,54.33,123.03,740,41.01,233.31
30-06-2019,58.24,310.6,2.43,30.15,27.64,17.23,1.09,61.71,29.43,36.76,3.02,68.27,117.97,740.03,41.09,260.6
01-07-2019,56.62,225.71,2.23,28.43,32.47,23.8,1.92,75.63,29.12,40.27,2.12,80.5,112.65,740.28,39.46,183.8066667
02-07-2019,57.5,211.62,1.65,24.79,39.68,19.65,2.09,70.98,29.31,43.19,2.94,90.6,95.43,740.32,38.54,174.4133333
03-07-2019,30.09,90.96,2.03,19.77,40.81,14.62,5.75,46.24,28.88,47.69,3.06,118.05,91.56,740.39,36.92,146.875
04-07-2019,34.46,106.71,1.74,22.87,36.81,14.6,2.13,32.71,28.99,53.98,3.24,98.86,63.34,740.16,34.63,104.4733333
05-07-2019,35.25,76.83,3.66,27.78,43.98,17.22,1.85,25,29.02,60.12,2.67,87.35,45.19,740,31.38,92.5
06-07-2019,27.35,55.08,2.24,18.91,42.59,12.6,1.6,44.53,28.97,55.66,3.09,117.98,117.82,740,33.68,80
07-07-2019,32.12,68.88,1.66,20.56,34.4,18.78,1.04,62.9,28.89,53,1.94,97.69,80.94,740,34.83,68.88
08-07-2019,48.67,108.92,2.16,24.84,35.41,13.75,1.9,53.49,28.91,53.94,2.82,123.65,100.88,740,34.96,105.9466667
09-07-2019,34.21,80.58,1.98,22.25,39.88,11.68,1.73,39.98,29.01,58.4,2.99,117.91,65.94,740,32.38,86.5
10-07-2019,85.08,274.42,2.1,25.28,37.33,13.07,1.35,30.68,29.09,53.83,2.54,88.28,86.67,740,35.76,224.42
11-07-2019,69.46,328.24,2.23,18.52,37.09,15.4,1.67,31.14,29.04,48.88,2.61,89.86,86.77,740,37.19,278.24
12-07-2019,64.54,320.83,2.65,19.36,58.34,10.57,2.16,21.88,28.93,52.44,2.63,88.35,83.23,740.27,36.36,270.83
13-07-2019,57.79,301.33,1.66,15.4,45.2,11.08,1.79,30.17,28.93,46.65,3.02,88.65,98.52,740.36,37.45,251.33
14-07-2019,56.17,266.33,1.97,16.41,35.78,11.58,1.7,39.57,28.17,49.54,2.91,87.61,83.94,740.21,35.64,216.33
15-07-2019,27,101.83,2.98,25.07,34.84,12.71,1.65,37.8,28.36,59.05,2.81,97.67,69.5,740,30.38,101.22
16-07-2019,21.08,62,2.38,19.06,28.22,10.86,1.63,42.39,28.3,60.81,2.69,99.11,84.98,740.64,30.1,81.5
17-07-2019,31.29,76.79,2.52,31.03,30.79,12.35,1.86,58.28,28.15,62.25,2.42,75.34,86.52,740.88,29.93,93
18-07-2019,31.51,69.67,3.42,30.54,27.51,14.39,1.54,51.01,28.17,64.73,1.44,82.83,51.14,740.85,29.17,77
19-07-2019,50.5,125.79,3.28,31.43,27.69,12.61,1.73,46.24,28.01,57.12,1.84,115.09,115.08,740.98,33.85,117.1933333
20-07-2019,38.88,114.67,2.57,29.12,39.03,11.14,1.74,30.77,27.99,57.21,2.26,97.5,92.3,741,33.85,109.78
21-07-2019,37.08,95.21,3.27,26.17,41.27,12.24,1.71,27,28.07,60.01,2.03,111.31,81.98,740.89,32.76,95.21
22-07-2019,44.25,122.79,4.98,35.05,53.61,8.34,2.08,23.78,27.92,59.11,1.74,87.38,99.49,740.75,34.33,115.1933333
23-07-2019,46.71,105.3,8.63,45.67,54.75,8.57,2.76,24.33,28.3,60.97,1.3,110.77,88.56,740.35,34.53,109.5
24-07-2019,46.64,117.88,7.96,42.24,66.29,11.84,1.75,17.87,28.51,63.7,1.93,105.93,69.07,740.08,32.79,111.92
25-07-2019,14.06,20.95,2.46,25.62,59.59,12.44,1.16,16.62,28.92,68.34,1.77,114.05,37.49,740.28,29.27,58
26-07-2019,19.64,35.97,2.75,29.83,44.02,11.19,0.4,17.68,30.39,69.99,2.1,100.4,52.15,740.02,29.29,37.2875
27-07-2019,16.57,31.48,3.19,23.7,35.49,10.7,1.09,20.82,29.6,69.25,2.77,108.93,57.11,740,29.55,54.5
28-07-2019,13.83,43.95,1.85,18.54,34.96,12.07,0.92,21.16,29.53,63.64,3.56,119.72,100.57,740.42,31.44,46
29-07-2019,17.08,85.55,3.97,23.23,37.16,12.01,1.05,21.95,29.37,57.92,3.39,118.45,101.77,741,33.32,85.55
30-07-2019,24.58,97.24,2.97,24.4,43.45,10.27,0.93,19.33,29.42,60.85,2.36,104.92,62.75,740.82,32.31,97.24
31-07-2019,23.75,99.44,3.31,26.81,44.11,11.01,1.28,27.18,29.39,58.16,2.6,120.2,85.01,740.55,33.17,99.44
01-08-2019,28.38,93.52,3,26.84,45.17,11.6,1.08,27.77,29.32,56.96,2.41,126.03,102.89,740.38,33.72,93.52
02-08-2019,27.75,81.64,3.69,28.86,43.87,12.07,1.37,19.92,29.49,63.55,1.8,106.07,53.7,740.12,31.7,81.64
03-08-2019,25.33,61.17,3.09,28.65,49.77,13.13,0.83,15.72,29.85,68.66,1.51,86.93,54.35,740.15,30.24,61.17
04-08-2019,28.5,74.52,2.31,26.14,38.2,11.22,1.38,18.28,30.58,66.62,1.23,104.79,69.27,740.1,31.62,74.52
05-08-2019,36.83,100.3,2.98,24.95,50.8,11.08,1.42,24.18,30.55,63.07,2.02,115.39,103.42,740,33.5,100.2
06-08-2019,25.09,53.74,7.17,33.16,58.76,13.35,1.37,15.88,30.71,71.24,1.79,103.42,28.16,740,29.36,68.5
07-08-2019,25.76,105.81,5.14,35.56,37.79,13.24,1.43,16.39,30.43,63.57,1.76,90.22,90.5,740,31.7,103.8733333
08-08-2019,18.42,110.8,3.38,28.57,31.47,9.98,1.08,21.35,30.24,57.55,2.08,103.64,110.84,740,34.36,107.2
09-08-2019,8.58,73.21,2.42,16.84,30.61,12.39,1.18,28.06,30.47,56.33,4.45,111.08,83.86,740.18,32.95,73.21
10-08-2019,13.33,43.08,1.65,16.29,29.83,11.84,1.16,27.32,30.45,60.92,4.59,126.64,82.79,740.28,31.93,58
11-08-2019,15.46,44.32,0.84,12.73,32.83,12.88,1.03,28.67,30.26,57.24,2.64,124.91,126.38,740.69,34.2,51.5
12-08-2019,19.92,66.19,1.64,23.83,34.56,13.45,1.03,32.01,30.48,59.38,1.81,78.94,76.74,740.61,33.4,66.19
13-08-2019,16.04,38.28,2.1,26.04,36.3,13.77,1.13,25.24,30.43,63.06,2.56,74.71,63.61,740.56,31.53,56.5
14-08-2019,32.1,83.71,2.92,30.41,33.16,12.72,1.33,32.74,30.3,63.05,1.47,66.94,98.49,740.97,32.32,83.71
15-08-2019,21,57.72,1.19,22.12,32.25,11.82,1.22,25.52,30.41,61.68,2.9,89.05,100.33,740.94,32.74,61
16-08-2019,9.58,36.75,4.01,18.11,28.23,13.45,1.16,27.04,30.58,62.83,4.07,116.22,73.18,740.43,30.64,58
17-08-2019,3.61,10.44,2.85,12.94,21.92,12.95,0.94,16.51,30.58,71.41,5.64,132.7,39.46,740.27,28.16,47
18-08-2019,14.64,42.67,10.67,30.27,22.36,12.94,1.27,19.84,30.49,69.23,2.08,90.3,41.17,741,28.71,63.5
19-08-2019,41.86,121.81,6.26,42.76,23.47,13.11,1.54,41.88,30.34,62.98,1.25,75.61,92.14,741,31.9,114.54
20-08-2019,31.05,115.86,2.77,30.36,26.75,13.7,1.3,34.59,30.34,59.82,2.26,66.81,93.88,741,32.56,110.5733333
21-08-2019,45.46,180.89,6.52,47.42,34.29,13.42,1.62,35.73,30.15,57.33,2.2,46.04,105.96,741,33.51,153.9266667
22-08-2019,42.29,134.76,8.83,36.65,35.44,13.07,1.58,27.35,29.56,60.9,1.47,85.12,55.98,741,30.82,123.1733333
23-08-2019,48.71,162.97,5.44,37.33,37.61,16.58,1.51,35.05,27.61,59.28,1.22,96.46,88.54,741,32.66,141.98
24-08-2019,53.93,124.54,2.74,32.59,37.23,17.47,1.71,18.32,27.71,63.73,1.26,106.5,54.75,741,31.45,116.36
25-08-2019,21.32,47.1,1.81,20.82,39.37,13.5,1.17,13.57,27.69,67.64,1.45,105.91,57.81,741,29.58,58.5
26-08-2019,14.95,80.6,2.45,28.89,27.38,14.27,0.83,15.14,27.72,61.16,2.2,104.84,99.31,741,32.2,80.6
27-08-2019,29.14,156.12,3.69,34.16,23.73,16.73,1.35,13.99,28.48,57.12,1.41,88.5,98.16,741,34.45,137.4133333
28-08-2019,32.51,132.47,2.58,30.95,27.74,15.98,1.71,24.88,30.18,54.64,2.25,123.05,102.05,741,35.55,121.6466667
29-08-2019,28.57,82.91,2.59,21.42,28.27,16.03,1.66,28.08,30.11,58.02,2.67,127.28,80.56,741,34.12,83
30-08-2019,28,87.63,1.4,19.77,29.32,13.63,2.19,27.2,30.21,58.51,1.47,96.26,103.27,740.94,34.3,102.375
31-08-2019,38.03,112.88,2.6,27.61,30.43,16.62,3.09,29.83,30.23,55.48,1.67,108.94,113.81,740.68,35.81,113.625
01-09-2019,17.12,49.17,1.62,20.07,30.11,14.85,1.18,24.31,30.33,64.06,2.63,102.12,46.15,740.95,31.11,59
02-09-2019,32.95,88.01,2.36,26.1,27.8,16.66,1.2,34.35,30.4,58.52,1.46,88.6,96.83,741,33.98,88.01
03-09-2019,56.73,143.78,2.71,35.02,26.81,17.26,1.46,31.87,30.28,59.9,1.19,79.08,71.3,740.89,34.19,129.1866667
04-09-2019,52.43,143.14,3.87,31.11,34.05,14.24,1.54,19.25,30.3,63.43,2.03,117.58,73.79,740.84,33.16,128.76
05-09-2019,25.17,90.26,3.54,25.57,35.14,15.19,1.36,16.12,30.33,62.22,2.08,112.67,86.85,740.81,32.81,90.26
06-09-2019,27.48,75.41,2.11,16.32,27.5,15.03,1.19,19.21,30.23,62.29,2.39,114.25,82.24,740.64,33.21,75.41
07-09-2019,24.07,71.11,3.66,20.82,25.6,13.2,0.66,15.63,30.01,65.48,2.23,117.89,78.73,740.61,31.85,71.11
08-09-2019,24.08,80.46,5.41,28.45,26.29,19.02,1.26,17.88,30.03,61.01,1.47,94.45,95.98,741,33.47,80.46
09-09-2019,53.96,193.83,9.04,41.86,27.51,20.26,1.78,29.95,30.02,57.18,1.36,49.99,95.9,740.86,34.92,162.5533333
10-09-2019,78.5,226.08,5.94,44.55,32.04,23.37,1.82,44.34,30.1,55.44,1.21,86.74,89.75,740.73,35.1,184.0533333
11-09-2019,58.36,166.67,10.29,35.55,28.18,16.98,1.56,37.68,30.12,55.34,1.55,125.73,96.73,741,35.78,144.4466667
12-09-2019,57,102.73,2.11,19.9,24.53,12.04,1.33,26.63,29.61,59.76,3.19,126,75.96,741,33.92,101.82
13-09-2019,66.27,74.92,3.13,22.23,28.88,12.89,1.35,23.8,29.6,58.12,2.58,119.4,93.45,741,33.9,74.92
14-09-2019,19.92,57.33,1.9,15.21,24.95,13.08,1.14,24.85,30.12,60.48,2.76,113.32,72.8,741,32.44,57.33
15-09-2019,23.54,57.67,1.98,19.76,21.71,15.94,1.25,21.01,30.17,61.69,1.81,108.68,68.83,741,32.25,62.5
16-09-2019,58.33,146.79,6.26,34.07,23.4,17.69,1.56,42.63,30,57.7,1.24,88.28,81.89,741,34,131.1933333
17-09-2019,59.17,130.42,1.66,25.93,25.67,15.32,1.43,42.12,29.44,57.66,1.93,113.21,69.23,741,34.09,120.28
18-09-2019,26.21,78.96,2.42,22.31,24.97,11.66,1.27,39.61,29.51,56.29,3.13,122.64,99.5,741.46,31.65,78.96
19-09-2019,14.67,48.88,3.07,19.5,21.55,15.73,1.36,24.6,29.43,60.43,3.25,121.32,80.45,741.75,29.97,68
20-09-2019,32.58,87.12,4.37,25.83,20.79,18.39,1.62,22.79,29.51,58.27,1.87,117.15,89.99,741.31,31.47,87.12
21-09-2019,27.33,89.5,2.67,18.23,21.82,15.47,1.84,25.47,29.48,58.89,1.93,119.64,76.25,741.22,31.26,92
22-09-2019,18,46.79,1.61,19.64,22.26,15.33,1.13,18.67,29.58,65.59,2.42,119.44,42.16,741.41,27.43,56.5
23-09-2019,19.75,51.52,9.93,20.43,22.41,13.87,1.14,27.7,29.56,62.64,2.25,116.03,73.86,741.85,29.05,57
24-09-2019,26.79,77.5,9.35,29.07,21.7,15.54,1.17,19.38,28.92,62.14,1.79,102.01,65.2,741.85,29.35,77.5
25-09-2019,24.42,65.88,7.02,24.75,21.88,14.57,1.16,21.09,28.85,62.61,2.02,95.47,81.79,742,29.63,65.88
26-09-2019,17.42,55.08,6.41,16.81,21.3,14.36,1.05,17.21,28.84,59.9,3.18,113.01,77.14,742,30.37,55.08
27-09-2019,9.29,38.66,5.78,15.42,17.6,15.17,1.03,14.81,28.89,63.35,2.69,102.14,50.49,741.84,28.44,51.5
28-09-2019,13.1,39.75,3.82,13.13,15.91,14.06,1.1,16.97,28.96,63.61,2.84,103.47,67.28,741.41,28.18,55
29-09-2019,8.79,25.12,2.6,9.68,14.32,13.9,1.17,20.98,28.91,63.68,2.73,118.66,56.65,741.59,27.84,58.5
30-09-2019,17.16,51.85,3.66,19.89,16.66,11.96,1.22,21.54,30.41,62.56,2.35,125.45,66.89,741.31,28.45,61
01-10-2019,23.88,62.63,4.51,20.72,20.32,14.61,1.18,20.17,31.59,63.58,2.8,132.36,76.91,741.24,28.53,62.63
02-10-2019,32.33,101.04,25.02,31.38,20.95,14.47,1.27,25.59,31.65,59.56,1.17,107.4,79.68,741.4,29.81,100.6933333
03-10-2019,44.4,131.17,16.64,36.42,23.83,14.6,1.25,40.22,31.08,58.28,1.74,114.71,82.67,741.5,30.23,120.78
04-10-2019,42.92,99.38,10.66,35.75,23.31,12.73,1.05,45.73,27.23,57.98,2.78,51.54,89.1,741.43,28.64,99.38
05-10-2019,39.46,131.17,18.85,39.55,19.14,14.15,1.22,47.36,27.19,51.9,2.55,43.93,93.55,741.48,28.72,120.78
06-10-2019,61.1,144.33,19.58,39.43,19,14.53,1.5,44.28,27.31,61.36,1.5,36.62,56.19,741.45,25.85,129.5533333
07-10-2019,34.43,150.62,2.59,27.78,35.42,19.9,0.89,65.09,28.32,46,0.44,43.6,93.77,742,31.1,133.7466667
08-10-2019,40.22,134.89,3.07,36.05,31.13,16.44,3.49,58.61,27.41,49.6,0.3,56.98,92.92,741.93,28.66,123.26
09-10-2019,74.22,200.32,3.52,57.78,36.36,21.78,1.07,41.58,27.42,50.62,0.3,93.83,88.02,741.99,28.78,166.88
10-10-2019,94.9,236.93,3.29,62.61,39.4,33.19,1.83,37.24,27.41,48.53,0.3,69.66,81.36,741.68,29.39,216.3333333
11-10-2019,114.94,276.19,3.45,82.2,44.52,23.14,2.24,57.25,27.41,50.17,0.3,54.43,79.85,741.46,28.85,283.1333333
12-10-2019,110.62,271.09,3.33,77.86,49.33,19.28,2.2,1.42,27.34,52.11,0.3,60.03,76.51,741.76,29.02,268.7333333
13-10-2019,134.46,306.6,3.08,81.07,53.22,28.06,2.49,1.56,27.2,51.46,0.3,50.15,67.48,742,29,311.1230769
14-10-2019,121.21,284.84,3.41,76.42,52.61,27.06,2.57,19.19,27.63,51.02,0.3,57.38,71.14,742,29.1,300.9307692
15-10-2019,140.45,302.69,3.77,85.76,58.66,19.57,2.5,44.51,28.59,52.7,0.3,79.88,70.22,742,29.6,315.7307692
16-10-2019,134.41,279.4,4.02,66.12,60.37,14.06,2.14,39.08,29.86,54.18,0.3,113.78,64.34,742,29.17,311.0846154
17-10-2019,113.19,235.43,3.1,50.27,56.68,13.82,2.28,46.95,31.9,51.19,0.3,114.02,66.64,742,28.98,277.3
18-10-2019,77.31,208.68,3.34,44.84,48.45,13.61,1.79,51.25,31.88,47.39,0.3,116.09,69.22,742,29.52,172.4533333
19-10-2019,92.74,254.9,3.74,81.65,49.84,27.04,2.1,49.72,31.82,49.65,0.3,67.25,59.05,742,27.85,209.1333333
20-10-2019,94.21,243.27,3.43,79.59,47,20.87,2.68,63.53,31.78,45.8,0.3,39.96,72.25,742,27.8,214.0333333
21-10-2019,109.65,252.97,6.08,146.98,76.58,20.8,2.24,58.51,30.34,45.19,1.29,43.18,69.17,741.95,26.87,265.5
22-10-2019,84.45,205.26,6.91,201.84,132,13.7,1.54,60.48,27.7,44.61,2.26,36.72,72.18,741.34,26.74,181.5
23-10-2019,109.22,324.96,8.94,171.15,155.99,20.03,3.16,69.25,27.76,42.35,1.79,52.61,64.67,741.15,28.62,274.96
24-10-2019,166.89,316.84,9.8,248.81,203.11,18.78,2.84,55.18,27.61,49.29,1.08,62.71,81.79,741.48,26.65,336.0692308
25-10-2019,97.35,253.65,12.3,368.63,128.9,14.96,2.28,16.6,27.64,46.26,0.43,99.16,9.71,742,25.75,224.5
26-10-2019,109.28,213.42,6.96,147.08,144.13,8.88,1.14,48.49,27.54,51.69,1.26,101.95,62.42,742,25.59,264.2666667
27-10-2019,155.7,288.83,6.24,178.36,156.94,10.18,2.24,57.94,27.48,51.09,1.61,55.5,65.11,742,25.4,327.4615385
28-10-2019,292.74,453.71,7.12,214.72,166.29,16.54,1.47,59.04,27.49,52.12,0.81,46.67,53.32,742,25.06,432.8769231
29-10-2019,306.96,504.74,8.89,286.56,230.14,12.86,2.55,28.64,27.56,57.2,0.65,49.85,36.09,742,24.63,493.425
30-10-2019,324.51,549.21,9.19,308.88,251.36,14.46,2.46,31.96,28.03,54.69,0.94,89.06,41.65,742,25.92,549.0125
31-10-2019,371.35,619.99,10.87,351.03,255.16,15.31,2.71,46.41,28.86,53.55,1.04,72.47,48.96,741.86,25.15,637.4875
01-11-2019,432.82,682.42,10.05,289.23,249.16,23.97,2.69,47.04,29.05,52.04,0.76,78.43,47.64,741.97,26.53,715.525
02-11-2019,314.83,498.92,7.64,309.24,245.51,17.76,2.13,38.07,29.05,54.95,1.61,56.89,41.19,742,25.83,486.15
03-11-2019,550.41,594.12,7.81,261.77,237.68,12.06,3.39,34.88,29.16,57.03,1.46,54.11,33.1,742,24.62,631.0846154
04-11-2019,260.56,388.42,6.5,257.34,188.88,13.24,1.49,47.39,29.36,52.42,2.11,42.46,53.58,742,25.52,408.1230769
05-11-2019,197.81,319.92,7.37,233.58,152.13,16.59,1.25,46.76,29.18,48.54,1.99,51.7,63.33,741.62,24.98,359.8538462
06-11-2019,113.76,220.71,6.6,217.64,132.1,12.49,1.18,41.22,29.11,48.59,1.66,126.84,53.95,741.29,24.15,279.2
07-11-2019,200.98,323.79,6.42,217.18,161.3,14.37,1.38,27.36,29.17,53.77,1.58,94.97,31.41,741.53,22.77,362.2923077
08-11-2019,194.74,353.83,10.19,242.38,156.54,25.36,1.68,45.17,29.1,52.35,1.29,59.62,52.07,741.85,24.43,357.4923077
09-11-2019,126.17,246.62,7.55,238.75,148.62,20.19,1.1,43.78,29.14,46.74,2.72,43.16,62.24,742,24.81,304.7461538
10-11-2019,215.42,356.04,7.23,185.03,142.48,22.32,1.4,58.33,29.14,42.6,2.08,41.62,54.72,742,23.61,373.4
11-11-2019,300.7,481.04,7.41,258.36,158.32,29.71,2.06,55.57,29.15,43.61,1.58,39.42,49.77,741.99,22.31,463.8
12-11-2019,373.73,548.54,9.03,277.49,171.9,23.06,2.37,63.35,29.24,47.47,1.28,44.76,52.89,741.95,21.2,548.175
13-11-2019,415.7,596.13,11.04,294.57,184.46,22.11,3.17,75.09,29.03,48.62,1.09,44.1,51.76,742,22.31,607.6625
14-11-2019,66.27,185.64,3.69,31.415,31.05,13.87,1.38,40.605,29.33,55.29,1.64,84.2,91.2,741.22,29.59,163.4933
15-11-2019,66.27,185.64,3.69,31.415,31.05,13.87,1.38,40.605,29.33,55.29,1.64,84.2,91.2,741.22,29.59,163.4933
16-11-2019,66.27,185.64,3.69,31.415,31.05,13.87,1.38,40.605,29.33,55.29,1.64,84.2,91.2,741.22,29.59,163.4933
17-11-2019,66.27,185.64,3.69,31.415,31.05,13.87,1.38,40.605,29.33,55.29,1.64,84.2,91.2,741.22,29.59,163.4933
18-11-2019,73.88,198,42.4,220.05,96.85,15.42,1.35,29.64,28.71,47.64,1.2,64.82,18.67,742,21.72,165.3333333
19-11-2019,157.42,279.62,8.76,279.82,176.19,11.68,1.62,39.53,28.51,52.95,1.2,62.54,48.81,742,20.37,328.7846154
20-11-2019,199.5,350.88,8.07,311.17,201.34,22.86,2.32,40.69,28.34,52.24,0.77,83.81,48.32,742,20.38,361.1538462
21-11-2019,271.87,440.21,13.13,199.39,86.13,31,2.4,44.76,28.37,50.26,0.71,56.4,42.9,742,20.86,416.8230769
22-11-2019,256.67,446.64,4.37,170.55,79.56,34.58,2.6,52.37,28.89,52.27,1.03,59.52,42.83,742.04,20.9,420.8
23-11-2019,144.29,257.78,2.48,123.35,63.57,19.88,1.18,26.39,28.88,49.47,1.66,39.9,40.07,742,22.23,318.6846154
24-11-2019,96.68,188.27,2.18,90,50.82,19.22,0.9,40.605,28.85,48.88,2.39,40.17,39.44,742,23.26,222.2666667
25-11-2019,120.83,242.38,3.76,116.95,52.53,32.98,1.24,18.4,28.94,48.08,1.16,59.8,42.26,742,22.77,300.6384615
26-11-2019,106.32,216.75,2.44,80.08,53.13,25.44,1.02,30.5,29.07,47.03,1.46,76.38,40.31,742,23.77,254.4
27-11-2019,69.65,140.98,2.3,59.86,43.96,21.24,0.84,38.64,29.11,52.77,1.97,83.51,38.38,742,21.82,132.1666667
28-11-2019,27.34,61.68,2.09,39.26,32.93,14.9,0.51,32.84,29.22,60.18,2.88,88.24,32.68,742,18.79,61.68
29-11-2019,68.16,120.89,2.73,74.33,40.1,29.98,1.04,26.57,29.17,62.54,1.7,49.96,55.05,742,18.71,127.2
30-11-2019,112.2,172.84,2.45,85.38,60.19,17.74,0.97,43.55,28.8,60.79,2.34,43.52,53.4,742,19.11,274
01-12-2019,130.56,198.61,3.22,96.4,57.13,13.88,1.26,36.68,28.81,56.43,1.74,34.56,55.64,742,17.49,308.1230769
02-12-2019,149.67,248.19,3.41,104.69,55.65,12.42,1.5,35.67,28.83,53.62,1.76,51.64,54.9,742,16.65,322.8230769
03-12-2019,133.8,238.03,2.61,107.68,54.83,15.05,1.29,36.96,28.8,48.61,1.74,38.06,54.2,742,16.95,310.6153846
04-12-2019,184.05,317.44,4.05,126.51,65.48,22.49,1.97,38.03,28.77,50.71,0.99,37.67,49.61,742.14,16.23,349.2692308
05-12-2019,328.47,481.76,4.23,141.72,93.85,39.65,2.42,39.41,28.76,55.71,0.77,54.25,48.84,742.31,15.89,464.7
06-12-2019,297.02,419.94,4.26,119.77,95.6,24.47,2.57,50.74,28.75,61.22,0.91,46.66,54.07,742.27,16.85,436.1692308
07-12-2019,66.27,185.64,3.69,31.415,31.05,13.87,1.38,40.605,29.33,55.29,1.64,84.2,91.2,741.22,29.59,163.4933
08-12-2019,66.27,185.64,3.69,31.415,31.05,13.87,1.38,40.605,29.33,55.29,1.64,84.2,91.2,741.22,29.59,163.4933
09-12-2019,66.27,185.64,3.69,31.415,31.05,13.87,1.38,40.605,29.33,55.29,1.64,84.2,91.2,741.22,29.59,163.4933
10-12-2019,66.27,185.64,3.69,31.415,31.05,13.87,1.38,40.605,29.33,55.29,1.64,84.2,91.2,741.22,29.59,163.4933
11-12-2019,230.02,381.61,4.74,123.64,74.38,13.7,2.27,45.58,27.02,52.36,0.83,117.32,37.25,742,18.82,384.6307692
12-12-2019,276.62,397.2,2.39,85.6,75.96,9.64,1.83,41.26,26.62,58.76,3.07,107.29,29.15,741.73,16.87,420.4769231
13-12-2019,78.89,100.88,2.23,51.59,47.51,10.1,1.66,28.58,26.73,71.75,2.48,94.67,26.28,741.68,15.46,162.9666667
14-12-2019,69.03,123.88,4.71,64.52,34.82,9.05,1.45,21.98,27.67,66.29,0.97,72.58,43.59,742.2,14.78,130.1
15-12-2019,109,163.17,2.33,79.15,39.7,10.13,1.17,38.13,29.18,65.07,1.51,38.98,49.64,742.09,14.84,263.3333333
16-12-2019,104.77,145.71,2.36,61.2,43.3,4.68,1.12,12.22,29.23,69.53,2.92,47.06,19.28,742,11.63,249.2333333
17-12-2019,106.21,155.91,2.26,57.62,62.01,6.98,1.2,15.36,29.29,66.02,2.28,54.89,25.82,742.16,11.06,254.0333333
18-12-2019,164.04,246.25,2.82,76.4,69.13,8.73,1.67,26.74,29.4,64.16,1.04,59.97,49.86,742.12,11.75,333.8769231
19-12-2019,180.08,243,2.43,57.55,61.97,6.45,2.53,9.78,29.38,76.76,0.93,102.14,22.15,742,8.04,346.2153846
20-12-2019,361.04,489.5,3.28,98.17,82.28,10.74,1.38,23.85,29.43,73.85,1.01,90.59,33.86,742,11.17,485.4153846
21-12-2019,309.42,440.62,2.87,101.62,106.38,10.68,1.99,15.66,29.55,71.22,1.67,62.23,36.51,742,13.04,445.7076923
22-12-2019,167.71,240.3,2.49,63.92,92.85,8.94,1.29,18.56,29.52,70.92,3.39,52.69,48.32,742,11.5,336.7
23-12-2019,214.25,302.42,2.62,75.26,76.89,6.42,1.65,19.43,29.48,68.6,2.04,55.34,44.5,742,10.19,372.5
24-12-2019,252.04,380.21,2.4,46.12,68.2,6.92,1.75,19.97,29.56,67.3,1.57,71.09,45.56,742.04,10.38,401.5692308
25-12-2019,211.94,325.08,3.69,31.415,31.05,6.07,1.45,25.9,29.47,69.43,2.79,54.91,44.11,742,8.66,370.7230769
26-12-2019,216.31,325.68,3.69,31.415,31.05,5.3,1.43,13.97,29.48,67.4,1.94,61.78,36.72,742,7.96,374.0846154
27-12-2019,256.79,401.58,3.69,31.415,31.05,7.32,1.72,17.3,29.33,67.85,1.09,64.81,40.78,742,7.21,405.2230769
28-12-2019,345.25,518.82,3.12,90.41,86.11,3.89,2.21,6.63,29.2,71.89,1.03,59.21,35.72,742,6.84,511.025
29-12-2019,313.17,470.08,2.43,69.61,74.93,9.37,1.77,12.69,29.06,67.29,1.14,86.8,43.98,742.02,8,450.1
30-12-2019,264.58,353.04,2.24,59.24,70.05,5.31,2.25,6.64,28.98,79.08,1.82,123.18,14.27,742,4.53,411.2153846
31-12-2019,205.03,279.76,2.48,48.81,67.54,6.91,1.84,16.55,29.07,64.2,1.85,100.31,48.65,742.12,7.87,365.4076923
01-01-2020,295.5,392.33,2.69,63.36,74.1,8.08,2.22,16.11,29.2,64.03,1.28,72.9,46.91,742.25,10.62,435
02-01-2020,251.09,364.39,2.63,74.37,75.24,21.09,2.14,13.73,29.22,59.02,0.99,79.29,46.3,742.24,14.46,400.8384615
03-01-2020,173.04,272.92,2.78,65.7,75.75,20.79,1.9,11.18,29.23,60.49,1.13,80.72,45.13,742.04,15.78,340.8
04-01-2020,233.25,336.92,2.78,67.8,68.48,14.7,2.52,29.56,28.13,64.69,0.77,65.78,39.07,742,13.88,387.1153846
05-01-2020,203.46,290.52,2.48,66.21,58.06,11.12,1.53,22.68,26.41,57.97,1.71,62.71,45.57,742,14.45,364.2
06-01-2020,174.04,268.17,2.38,72.02,64.59,17.27,1.49,11.16,27.06,58.28,1.39,81.34,27.39,742,14.4,341.5692308
07-01-2020,117,156.2,2.21,54.29,70.44,11.39,1.31,10.03,28.13,65.02,1.98,112.26,29.34,742,14.99,290
08-01-2020,146.45,170.12,2.26,43.47,71.91,11.72,1.47,3.43,28.37,74.2,1.64,70.77,15.04,742,13.41,320.3461538
09-01-2020,107.88,152.71,2.31,47.27,67.14,7.51,1.17,15.98,28.45,66.21,3.67,55.85,52.04,742,10.97,259.6
10-01-2020,133.38,220.02,2.31,61.19,66.04,8.62,1.82,17.92,28.27,63.5,2.36,43.58,55.35,742,11.24,310.2923077
11-01-2020,144.17,252.71,2.05,72.3,60.86,9.47,1.87,22.17,28.18,54.17,1.81,50.32,55.11,742.06,13,318.5923077
